"id:START_ID","id:END_ID"
"3","42"
"3","36"
"3","30"
"3","24"
"3","18"
"3","12"
"3","6"
"50","59"
"50","53"
"67","196"
"67","202"
"67","184"
"67","190"
"67","172"
"67","178"
"67","152"
"67","164"
"67","158"
"67","140"
"67","146"
"67","126"
"67","120"
"67","134"
"67","106"
"67","114"
"67","100"
"67","94"
"67","88"
"67","76"
"67","82"
"67","70"
"210","611"
"210","599"
"210","605"
"210","551"
"210","557"
"210","539"
"210","545"
"210","585"
"210","593"
"210","565"
"210","571"
"210","579"
"210","499"
"210","493"
"210","487"
"210","481"
"210","475"
"210","533"
"210","525"
"210","519"
"210","513"
"210","507"
"210","437"
"210","219"
"210","225"
"210","231"
"210","213"
"210","255"
"210","249"
"210","261"
"210","237"
"210","243"
"210","283"
"210","289"
"210","269"
"210","275"
"210","317"
"210","323"
"210","311"
"210","303"
"210","295"
"210","349"
"210","343"
"210","337"
"210","329"
"210","381"
"210","375"
"210","369"
"210","363"
"210","357"
"210","413"
"210","407"
"210","401"
"210","393"
"210","387"
"210","449"
"210","457"
"210","463"
"210","469"
"210","419"
"210","425"
"210","431"
"210","443"
"619","686"
"619","694"
"619","706"
"619","700"
"619","712"
"619","718"
"619","724"
"619","732"
"619","630"
"619","636"
"619","642"
"619","648"
"619","654"
"619","660"
"619","666"
"619","674"
"619","680"
"619","622"
"740","825"
"740","749"
"740","761"
"740","755"
"740","743"
"740","811"
"740","819"
"740","793"
"740","799"
"740","805"
"740","779"
"740","785"
"740","767"
"740","773"
"833","1298"
"833","1286"
"833","1292"
"833","1280"
"833","1274"
"833","1324"
"833","1318"
"833","1312"
"833","1306"
"833","1356"
"833","1350"
"833","1344"
"833","1338"
"833","1330"
"833","1362"
"833","1166"
"833","1172"
"833","1178"
"833","1152"
"833","1158"
"833","1196"
"833","1202"
"833","1208"
"833","1184"
"833","1190"
"833","1228"
"833","1234"
"833","1214"
"833","1222"
"833","1260"
"833","1268"
"833","1246"
"833","1240"
"833","1254"
"833","1072"
"833","1064"
"833","1084"
"833","1078"
"833","1040"
"833","1034"
"833","1058"
"833","1052"
"833","1046"
"833","854"
"833","860"
"833","866"
"833","874"
"833","886"
"833","880"
"833","892"
"833","898"
"833","904"
"833","836"
"833","842"
"833","848"
"833","994"
"833","988"
"833","982"
"833","976"
"833","1028"
"833","1022"
"833","1014"
"833","1008"
"833","1000"
"833","936"
"833","930"
"833","918"
"833","924"
"833","910"
"833","968"
"833","954"
"833","960"
"833","948"
"833","942"
"833","1108"
"833","1114"
"833","1096"
"833","1090"
"833","1102"
"833","1140"
"833","1146"
"833","1122"
"833","1134"
"833","1128"
"1370","1379"
"1370","1373"
"1370","1397"
"1370","1391"
"1370","1385"
"1370","1409"
"1370","1403"
"1370","1423"
"1370","1417"
"1370","1747"
"1370","1741"
"1370","1735"
"1370","1729"
"1370","1723"
"1370","1715"
"1370","1709"
"1370","1701"
"1370","1695"
"1370","1689"
"1370","1577"
"1370","1565"
"1370","1571"
"1370","1559"
"1370","1553"
"1370","1603"
"1370","1597"
"1370","1591"
"1370","1583"
"1370","1633"
"1370","1627"
"1370","1621"
"1370","1615"
"1370","1609"
"1370","1667"
"1370","1659"
"1370","1653"
"1370","1647"
"1370","1639"
"1370","1451"
"1370","1457"
"1370","1431"
"1370","1437"
"1370","1443"
"1370","1477"
"1370","1483"
"1370","1465"
"1370","1471"
"1370","1509"
"1370","1515"
"1370","1489"
"1370","1503"
"1370","1497"
"1370","1539"
"1370","1545"
"1370","1521"
"1370","1533"
"1370","1527"
"1370","1675"
"1370","1683"
"1755","1840"
"1755","1834"
"1755","1828"
"1755","1854"
"1755","1846"
"1755","1866"
"1755","1860"
"1755","1776"
"1755","1782"
"1755","1770"
"1755","1796"
"1755","1788"
"1755","1808"
"1755","1802"
"1755","1822"
"1755","1814"
"1755","1758"
"1755","1764"
"1873","1994"
"1873","1988"
"1873","1974"
"1873","1980"
"1873","1968"
"1873","2012"
"1873","2018"
"1873","2006"
"1873","2000"
"1873","1910"
"1873","1916"
"1873","1924"
"1873","1930"
"1873","1936"
"1873","1950"
"1873","1944"
"1873","1956"
"1873","1962"
"1873","1876"
"1873","1882"
"1873","1890"
"1873","1896"
"1873","1902"
