"id:ID","length:INT"
"7","461"
"8","879"
"9","829"
"10","732"
"11","857"
"13","-135"
"14","494"
"15","-977"
"16","815"
"17","813"
"19","968"
"20","197"
"21","324"
"22","645"
"23","517"
"30","367"
"31","180"
"32","629"
"33","633"
"34","542"
"36","567"
"37","234"
"38","132"
"39","421"
"40","429"
"44","-812"
"45","26"
"46","99"
"47","853"
"48","560"
"50","35"
"51","193"
"52","141"
"53","288"
"54","852"
"56","901"
"57","530"
"58","494"
"59","273"
"60","137"
"62","386"
"63","220"
"64","929"
"65","152"
"66","886"
"68","246"
"69","437"
"70","375"
"71","942"
"72","18"
"74","437"
"75","511"
"76","625"
"77","111"
"78","757"
"80","740"
"81","242"
"82","840"
"83","284"
"84","546"
"86","386"
"87","769"
"88","-378"
"89","230"
"90","609"
"92","54"
"93","745"
"94","-320"
"95","369"
"96","591"
"100","366"
"101","638"
"102","102"
"103","517"
"104","-783"
"106","949"
"107","158"
"108","697"
"109","225"
"110","999"
"112","798"
"113","480"
"114","214"
"115","-615"
"116","772"
"120","881"
"121","740"
"122","897"
"123","685"
"124","630"
"131","402"
"132","337"
"133","59"
"134","686"
"135","212"
"137","616"
"138","870"
"139","-342"
"140","333"
"141","923"
"143","889"
"144","465"
"145","470"
"146","343"
"147","-769"
"151","90"
"152","52"
"153","685"
"154","404"
"155","111"
"157","514"
"158","883"
"159","270"
"160","684"
"161","156"
"163","-733"
"164","372"
"165","917"
"166","373"
"167","507"
"169","149"
"170","773"
"171","75"
"172","565"
"173","-881"
"175","136"
"176","640"
"177","267"
"178","94"
"179","627"
"181","519"
"182","643"
"183","207"
"184","157"
"185","620"
"189","524"
"190","82"
"191","36"
"192","263"
"193","970"
"195","683"
"196","806"
"197","777"
"198","-544"
"199","352"
"201","611"
"202","605"
"203","386"
"204","781"
"205","83"
"207","772"
"208","817"
"209","503"
"210","847"
"211","121"
"213","195"
"214","899"
"215","373"
"216","423"
"217","450"
"219","95"
"220","522"
"221","984"
"222","460"
"223","-689"
"225","61"
"226","917"
"227","569"
"228","971"
"229","-591"
"231","35"
"232","718"
"233","307"
"234","161"
"235","1000"
"237","909"
"238","750"
"239","200"
"240","79"
"241","135"
"245","432"
"246","589"
"247","533"
"248","632"
"249","469"
"251","225"
"252","966"
"253","517"
"254","778"
"255","-465"
"257","182"
"258","972"
"259","349"
"260","695"
"261","223"
"263","282"
"264","-981"
"265","78"
"266","229"
"267","137"
"271","50"
"272","578"
"273","596"
"274","836"
"275","120"
"277","341"
"278","654"
"279","96"
"280","-995"
"281","809"
"283","507"
"284","83"
"285","186"
"286","-913"
"287","303"
"289","31"
"290","100"
"291","741"
"292","-567"
"293","881"
"295","838"
"296","215"
"297","845"
"298","573"
"299","475"
"301","723"
"302","495"
"303","123"
"304","772"
"305","769"
"307","456"
"308","148"
"309","-920"
"310","912"
"311","-451"
"313","30"
"314","827"
"315","998"
"316","638"
"317","669"
"321","211"
"322","773"
"323","220"
"324","431"
"325","884"
"326","625"
"328","236"
"329","994"
"330","837"
"331","479"
"332","297"
"334","283"
"335","52"
"336","694"
"337","895"
"338","140"
"340","57"
"341","-248"
"342","-933"
"343","-233"
"344","326"
"348","164"
"349","764"
"350","-228"
"351","83"
"352","102"
"356","196"
"357","675"
"358","299"
"359","824"
"360","452"
"362","-680"
"363","-74"
"364","169"
"365","171"
"366","26"
"368","421"
"369","188"
"370","149"
"371","413"
"372","709"
"376","718"
"377","544"
"378","287"
"379","632"
"380","252"
"382","98"
"383","107"
"384","360"
"385","499"
"386","-985"
"388","480"
"389","148"
"390","94"
"391","299"
"392","2"
"394","-588"
"395","613"
"396","83"
"397","-623"
"398","605"
"400","555"
"401","368"
"402","777"
"403","906"
"404","244"
"408","287"
"409","947"
"410","106"
"411","722"
"412","262"
"414","301"
"415","836"
"416","254"
"417","422"
"418","-144"
"420","710"
"421","576"
"422","481"
"423","638"
"424","781"
"426","409"
"427","78"
"428","34"
"429","-508"
"430","536"
"432","-376"
"433","68"
"434","124"
"435","629"
"436","320"
"438","697"
"439","1000"
"440","-825"
"441","856"
"442","835"
"446","126"
"447","620"
"448","323"
"449","333"
"450","-797"
"452","7"
"453","887"
"454","78"
"455","30"
"456","217"
"458","298"
"459","486"
"460","942"
"461","553"
"462","-391"
"464","843"
"465","989"
"466","724"
"467","480"
"468","333"
"472","490"
"473","-778"
"474","931"
"475","558"
"476","220"
"478","268"
"479","280"
"480","609"
"481","-855"
"482","400"
"484","316"
"485","9"
"486","941"
"487","134"
"488","947"
"492","606"
"493","672"
"494","316"
"495","915"
"496","831"
"500","773"
"501","386"
"502","340"
"503","597"
"504","995"
"506","196"
"507","953"
"508","473"
"509","514"
"510","214"
"512","972"
"513","708"
"514","669"
"515","974"
"516","44"
"518","35"
"519","383"
"520","902"
"521","578"
"522","832"
"524","154"
"525","882"
"526","579"
"527","19"
"528","-921"
"530","-212"
"531","566"
"532","441"
"533","823"
"534","588"
"536","-984"
"537","986"
"538","487"
"539","461"
"540","997"
"542","723"
"543","880"
"544","375"
"545","727"
"546","77"
"548","309"
"549","383"
"550","53"
"551","-571"
"552","447"
"556","395"
"557","950"
"558","569"
"559","452"
"560","887"
"562","702"
"563","68"
"564","634"
"565","852"
"566","364"
"568","875"
"569","989"
"570","837"
"571","-250"
"572","147"
"573","77"
"575","-843"
"576","835"
"577","27"
"578","149"
"579","723"
"581","348"
"582","-204"
"583","391"
"584","564"
"585","-169"
"587","268"
"588","468"
"589","781"
"590","82"
"591","963"
"593","668"
"594","78"
"595","573"
"596","808"
"597","631"
"599","44"
"600","700"
"601","918"
"602","648"
"603","300"
"607","-957"
"608","633"
"609","244"
"610","891"
"611","820"
"613","871"
"614","653"
"615","319"
"616","364"
"617","923"
"619","492"
"620","727"
"621","667"
"622","753"
"623","745"
"625","205"
"626","144"
"627","770"
"628","113"
"629","575"
"631","290"
"632","349"
"633","602"
"634","248"
"635","351"
"637","192"
"638","759"
"639","180"
"640","504"
"641","471"
"645","357"
"646","604"
"647","492"
"648","37"
"649","427"
"651","881"
"652","902"
"653","47"
"654","195"
"655","735"
"657","104"
"658","763"
"659","-97"
"660","929"
"661","710"
"663","317"
"664","813"
"665","914"
"666","258"
"667","655"
"669","511"
"670","-9"
"671","153"
"672","444"
"673","576"
"675","324"
"676","15"
"677","309"
"678","596"
"679","584"
"680","887"
"682","380"
"683","625"
"684","883"
"685","378"
"686","805"
"688","367"
"689","576"
"690","734"
"691","720"
"692","382"
"699","45"
"700","843"
"701","943"
"702","593"
"703","371"
"705","272"
"706","655"
"707","411"
"708","793"
"709","286"
"711","546"
"712","570"
"713","399"
"714","248"
"715","390"
"717","344"
"718","553"
"719","17"
"720","556"
"721","225"
"723","458"
"724","261"
"725","319"
"726","-541"
"727","919"
"729","633"
"730","310"
"731","704"
"732","208"
"733","770"
"735","39"
"736","232"
"737","992"
"738","-209"
"739","940"
"741","56"
"742","177"
"743","263"
"744","885"
"745","-814"
"747","145"
"748","841"
"749","410"
"750","653"
"751","123"
"755","159"
"756","983"
"757","302"
"758","334"
"759","441"
"761","710"
"762","407"
"763","183"
"764","305"
"765","8"
"767","767"
"768","-913"
"769","191"
"770","989"
"771","873"
"773","-103"
"774","481"
"775","830"
"776","843"
"777","403"
"779","772"
"780","769"
"781","-855"
"782","350"
"783","824"
"785","415"
"786","517"
"787","200"
"788","399"
"789","991"
"793","155"
"794","557"
"795","22"
"796","964"
"797","528"
"799","153"
"800","910"
"801","997"
"802","-938"
"803","255"
"805","795"
"806","166"
"807","742"
"808","962"
"809","666"
"813","782"
"814","316"
"815","772"
"816","802"
"817","335"
"819","417"
"820","118"
"821","243"
"822","665"
"823","557"
"825","439"
"826","567"
"827","983"
"828","830"
"829","179"
"835","775"
"836","430"
"837","995"
"838","899"
"839","487"
"841","-382"
"842","200"
"843","-504"
"844","846"
"845","-455"
"847","756"
"848","53"
"849","208"
"850","632"
"851","948"
"853","954"
"854","470"
"855","445"
"856","-732"
"857","626"
"859","-9"
"860","663"
"861","793"
"862","551"
"863","852"
"865","631"
"866","31"
"867","131"
"868","163"
"869","266"
"873","-885"
"874","424"
"875","234"
"876","283"
"877","781"
"879","443"
"880","134"
"881","519"
"882","268"
"883","499"
"885","343"
"886","431"
"887","954"
"888","196"
"889","704"
"891","177"
"892","84"
"893","931"
"894","484"
"895","-16"
"897","-486"
"898","988"
"899","251"
"900","224"
"901","301"
"903","39"
"904","66"
"905","782"
"906","-966"
"907","687"
"911","220"
"912","434"
"913","216"
"914","160"
"915","268"
"917","488"
"918","-892"
"919","691"
"920","546"
"921","610"
"923","132"
"924","193"
"925","578"
"926","-980"
"927","-803"
"929","340"
"930","366"
"931","128"
"932","833"
"933","475"
"934","197"
"936","388"
"937","246"
"938","175"
"939","446"
"940","214"
"942","541"
"943","491"
"944","555"
"945","720"
"946","681"
"948","99"
"949","175"
"950","425"
"951","186"
"952","148"
"954","-431"
"955","646"
"956","535"
"957","-524"
"958","84"
"962","343"
"963","881"
"964","296"
"965","997"
"966","109"
"968","172"
"969","756"
"970","203"
"971","360"
"972","430"
"974","51"
"975","676"
"976","711"
"977","649"
"978","135"
"980","450"
"981","145"
"982","211"
"983","85"
"984","-872"
"986","-523"
"987","674"
"988","478"
"989","86"
"990","898"
"992","301"
"993","608"
"994","123"
"995","251"
"996","-521"
"998","282"
"999","548"
"1000","129"
"1001","-888"
"1002","599"
"1004","647"
"1005","681"
"1006","732"
"1007","309"
"1008","-181"
"1012","22"
"1013","425"
"1014","704"
"1015","209"
"1016","240"
"1018","935"
"1019","640"
"1020","760"
"1021","488"
"1022","912"
"1024","-585"
"1025","222"
"1026","263"
"1027","389"
"1028","-692"
"1030","657"
"1031","-680"
"1032","-390"
"1033","800"
"1034","-282"
"1036","68"
"1037","878"
"1038","190"
"1039","214"
"1040","867"
"1042","479"
"1043","127"
"1044","547"
"1045","857"
"1046","-391"
"1048","982"
"1049","55"
"1050","879"
"1051","9"
"1052","279"
"1056","663"
"1057","-265"
"1058","618"
"1059","961"
"1060","731"
"1062","807"
"1063","183"
"1064","433"
"1065","35"
"1066","996"
"1068","205"
"1069","508"
"1070","564"
"1071","178"
"1072","181"
"1074","-429"
"1075","304"
"1076","-479"
"1077","155"
"1078","572"
"1080","992"
"1081","892"
"1082","576"
"1083","337"
"1084","863"
"1086","303"
"1087","857"
"1088","-525"
"1089","492"
"1090","69"
"1094","627"
"1095","94"
"1096","180"
"1097","848"
"1098","153"
"1100","972"
"1101","533"
"1102","895"
"1103","317"
"1104","845"
"1106","953"
"1107","322"
"1108","372"
"1109","718"
"1110","907"
"1114","634"
"1115","281"
"1116","843"
"1117","304"
"1118","780"
"1120","774"
"1121","68"
"1122","2"
"1123","686"
"1124","560"
"1126","721"
"1127","707"
"1128","140"
"1129","-619"
"1130","125"
"1132","357"
"1133","766"
"1134","29"
"1135","-172"
"1136","369"
"1140","674"
"1141","200"
"1142","910"
"1143","781"
"1144","831"
"1146","245"
"1147","108"
"1148","424"
"1149","836"
"1150","314"
"1152","315"
"1153","757"
"1154","722"
"1155","638"
"1156","-621"
"1158","-465"
"1159","892"
"1160","515"
"1161","749"
"1162","-653"
"1164","49"
"1165","815"
"1166","152"
"1167","718"
"1168","-443"
"1170","75"
"1171","305"
"1172","-569"
"1173","817"
"1174","768"
"1176","359"
"1177","145"
"1178","201"
"1179","354"
"1180","750"
"1182","262"
"1183","417"
"1184","729"
"1185","613"
"1186","807"
"1188","214"
"1189","687"
"1190","-312"
"1191","947"
"1192","710"
"1196","252"
"1197","835"
"1198","-335"
"1199","757"
"1200","729"
"1202","398"
"1203","-995"
"1204","457"
"1205","779"
"1206","-535"
"1208","450"
"1209","748"
"1210","756"
"1211","567"
"1212","777"
"1214","558"
"1215","37"
"1216","41"
"1217","26"
"1218","670"
"1220","749"
"1221","-870"
"1222","711"
"1223","903"
"1224","86"
