"id:ID","length:INT"
"7","461"
"8","879"
"9","829"
"10","732"
"11","857"
"13","294"
"14","306"
"15","597"
"16","396"
"17","518"
"19","974"
"20","324"
"21","996"
"22","455"
"23","582"
"30","679"
"31","745"
"32","711"
"33","733"
"34","449"
"36","483"
"37","636"
"38","849"
"39","345"
"40","771"
"42","209"
"43","721"
"44","436"
"45","818"
"46","153"
"48","764"
"49","872"
"50","515"
"51","11"
"52","994"
"54","692"
"55","-588"
"56","896"
"57","325"
"58","800"
"62","220"
"63","929"
"64","152"
"65","886"
"66","23"
"68","437"
"69","375"
"70","942"
"71","18"
"72","488"
"73","437"
"75","625"
"76","111"
"77","757"
"78","711"
"79","740"
"81","456"
"82","434"
"83","613"
"84","801"
"85","386"
"87","829"
"88","619"
"89","620"
"90","181"
"91","54"
"93","763"
"94","890"
"95","736"
"96","836"
"97","746"
"99","638"
"100","102"
"101","517"
"102","-783"
"103","566"
"107","931"
"108","119"
"109","342"
"110","986"
"111","798"
"115","772"
"116","981"
"117","186"
"118","324"
"119","881"
"121","521"
"122","750"
"123","250"
"124","579"
"125","39"
"127","894"
"128","-949"
"129","-716"
"130","942"
"131","547"
"133","403"
"134","616"
"135","870"
"136","344"
"137","333"
"139","258"
"140","889"
"141","465"
"142","470"
"143","343"
"144","799"
"146","994"
"147","167"
"148","466"
"149","886"
"150","248"
"151","111"
"158","820"
"159","428"
"160","714"
"161","-733"
"162","372"
"164","94"
"165","737"
"166","433"
"167","149"
"168","773"
"172","415"
"173","136"
"174","640"
"175","267"
"176","94"
"178","644"
"179","519"
"180","643"
"181","207"
"182","157"
"184","553"
"185","536"
"186","783"
"187","283"
"188","574"
"190","970"
"191","39"
"192","83"
"193","632"
"194","453"
"198","208"
"199","611"
"200","605"
"201","386"
"202","781"
"204","42"
"205","772"
"206","817"
"207","503"
"208","847"
"210","270"
"211","195"
"212","899"
"213","373"
"214","423"
"216","291"
"217","95"
"218","522"
"219","984"
"220","460"
"222","759"
"223","61"
"224","917"
"225","569"
"226","971"
"227","571"
"229","35"
"230","718"
"231","307"
"232","161"
"233","1000"
"235","909"
"236","750"
"237","200"
"238","79"
"239","135"
"243","432"
"244","589"
"245","533"
"246","632"
"247","469"
"249","225"
"250","966"
"251","517"
"252","778"
"253","467"
"255","182"
"256","972"
"257","349"
"258","695"
"259","223"
"261","282"
"262","983"
"263","78"
"264","229"
"265","137"
"269","50"
"270","578"
"271","596"
"272","836"
"273","120"
"275","341"
"276","654"
"277","96"
"278","997"
"279","809"
"281","507"
"282","83"
"283","186"
"284","915"
"285","303"
"287","31"
"288","100"
"289","741"
"290","569"
"291","881"
"293","838"
"294","215"
"295","845"
"296","573"
"297","475"
"299","723"
"300","495"
"301","123"
"302","772"
"303","769"
"305","456"
"306","148"
"307","922"
"308","912"
"309","-451"
"311","827"
"312","594"
"313","498"
"314","752"
"315","29"
"319","827"
"320","941"
"321","26"
"322","939"
"323","703"
"325","236"
"326","994"
"327","837"
"328","479"
"329","297"
"331","283"
"332","52"
"333","694"
"334","895"
"335","140"
"337","57"
"338","250"
"339","935"
"340","235"
"341","326"
"343","392"
"344","628"
"345","558"
"346","110"
"347","30"
"349","351"
"350","54"
"351","509"
"352","196"
"353","675"
"360","26"
"361","772"
"362","473"
"363","726"
"364","421"
"366","960"
"367","833"
"368","318"
"369","531"
"370","36"
"372","544"
"373","287"
"374","632"
"375","252"
"376","611"
"378","719"
"379","118"
"380","902"
"381","387"
"382","12"
"384","724"
"385","455"
"386","296"
"387","-684"
"388","810"
"390","83"
"391","625"
"392","605"
"393","501"
"394","555"
"396","717"
"397","779"
"398","520"
"399","585"
"400","11"
"402","60"
"403","686"
"404","867"
"405","940"
"406","965"
"407","836"
"409","422"
"410","-144"
"411","43"
"412","938"
"413","693"
"417","907"
"418","225"
"419","409"
"420","78"
"421","34"
"423","664"
"424","807"
"425","851"
"426","898"
"427","731"
"429","173"
"430","587"
"431","113"
"432","3"
"433","326"
"435","531"
"436","192"
"437","290"
"438","126"
"439","620"
"441","210"
"442","38"
"443","598"
"444","172"
"445","263"
"447","217"
"448","482"
"449","421"
"450","921"
"451","40"
"453","393"
"454","233"
"455","542"
"456","770"
"457","147"
"461","74"
"462","952"
"463","524"
"464","5"
"465","133"
"467","220"
"468","508"
"469","268"
"470","280"
"471","609"
"473","768"
"474","969"
"475","316"
"476","9"
"477","941"
"479","75"
"480","686"
"481","759"
"482","357"
"483","533"
"485","915"
"486","831"
"487","573"
"488","237"
"489","95"
"491","340"
"492","597"
"493","995"
"494","382"
"495","685"
"497","473"
"498","514"
"499","214"
"500","574"
"501","868"
"505","220"
"506","319"
"507","706"
"508","35"
"509","383"
"511","578"
"512","832"
"513","741"
"514","343"
"515","261"
"517","19"
"518","923"
"519","848"
"520","808"
"521","77"
"523","823"
"524","588"
"525","286"
"526","-902"
"527","868"
"529","461"
"530","997"
"531","25"
"532","735"
"533","665"
"535","727"
"536","77"
"537","84"
"538","11"
"539","417"
"541","573"
"542","447"
"543","340"
"544","748"
"545","135"
"549","452"
"550","887"
"551","461"
"552","183"
"553","-816"
"555","852"
"556","364"
"557","525"
"558","615"
"559","721"
"563","303"
"564","77"
"565","710"
"566","845"
"567","835"
"571","595"
"572","714"
"573","210"
"574","630"
"575","61"
"577","730"
"578","387"
"579","864"
"580","731"
"581","761"
"583","647"
"584","666"
"585","464"
"586","375"
"587","825"
"589","284"
"590","236"
"591","420"
"592","855"
"593","856"
"595","212"
"596","78"
"597","58"
"598","-957"
"599","633"
"601","379"
"602","830"
"603","40"
"604","534"
"605","945"
"607","923"
"608","142"
"609","275"
"610","382"
"611","557"
"613","745"
"614","900"
"615","482"
"616","758"
"617","723"
"619","575"
"620","131"
"621","211"
"622","911"
"623","452"
"624","248"
"628","192"
"629","759"
"630","180"
"631","504"
"632","471"
"634","762"
"635","364"
"636","566"
"637","367"
"638","685"
"640","461"
"641","883"
"642","255"
"643","-263"
"644","926"
"646","608"
"647","104"
"648","763"
"649","99"
"650","929"
"652","55"
"653","317"
"654","813"
"655","914"
"656","258"
"658","232"
"659","404"
"660","280"
"661","927"
"662","265"
"664","324"
"665","15"
"666","309"
"667","596"
"668","584"
"669","887"
"671","380"
"672","625"
"673","883"
"674","378"
"675","805"
"679","562"
"680","488"
"681","152"
"682","438"
"683","362"
"685","970"
"686","389"
"687","237"
"688","170"
"689","809"
"691","704"
"692","123"
"693","460"
"694","719"
"695","738"
"699","455"
"700","272"
"701","655"
"702","411"
"703","793"
"705","212"
"706","546"
"707","570"
"708","399"
"709","248"
"713","358"
"714","459"
"715","522"
"716","529"
"717","643"
"719","14"
"720","897"
"721","604"
"722","242"
"723","263"
"725","795"
"726","156"
"727","479"
"728","514"
"729","938"
"733","992"
"734","211"
"735","940"
"736","685"
"737","281"
"739","263"
"740","885"
"741","-814"
"742","18"
"743","145"
"745","550"
"746","925"
"747","84"
"748","75"
"749","464"
"753","-645"
"754","164"
"755","220"
"756","395"
"757","710"
"759","794"
"760","327"
"761","754"
"762","515"
"763","767"
"765","456"
"766","918"
"767","116"
"768","513"
"769","105"
"775","867"
"776","732"
"777","415"
"778","517"
"779","200"
"781","770"
"782","894"
"783","262"
"784","546"
"785","395"
"787","964"
"788","528"
"789","918"
"790","153"
"791","910"
"793","851"
"794","196"
"795","151"
"796","795"
"797","166"
"799","428"
"800","663"
"801","986"
"802","889"
"803","319"
"805","772"
"806","802"
"807","335"
"808","26"
"809","779"
"811","243"
"812","665"
"813","557"
"814","199"
"815","788"
"817","983"
"818","830"
"819","179"
"820","555"
"821","608"
"825","692"
"826","329"
"827","593"
"828","946"
"829","554"
"831","10"
"832","167"
"833","209"
"834","625"
"835","8"
"837","68"
"838","811"
"839","354"
"840","787"
"841","222"
"843","796"
"844","642"
"845","24"
"846","909"
"847","946"
"849","208"
"850","751"
"851","276"
"852","394"
"853","436"
"857","122"
"858","581"
"859","929"
"860","406"
"861","491"
"863","887"
"864","424"
"865","234"
"866","283"
"867","781"
"869","443"
"870","134"
"871","519"
"872","268"
"873","499"
"875","343"
"876","431"
"877","954"
"878","196"
"879","704"
"881","177"
"882","84"
"883","931"
"884","484"
"885","18"
"887","488"
"888","988"
"889","251"
"890","224"
"891","301"
"893","39"
"894","66"
"895","782"
"896","968"
"897","687"
"901","220"
"902","434"
"903","216"
"904","160"
"905","268"
"907","488"
"908","894"
"909","691"
"910","546"
"911","610"
"913","132"
"914","193"
"915","578"
"916","982"
"917","805"
"919","340"
"920","366"
"921","128"
"922","833"
"923","475"
"924","197"
"926","388"
"927","246"
"928","175"
"929","446"
"930","214"
"932","941"
"933","60"
"934","381"
"935","667"
"936","589"
"938","563"
"939","815"
"940","547"
"941","616"
"942","121"
"944","186"
"945","560"
"946","801"
"947","257"
"948","558"
"952","832"
"953","250"
"954","151"
"955","63"
"956","653"
"958","350"
"959","967"
"960","388"
"961","37"
"962","597"
"964","676"
"965","711"
"966","649"
"967","135"
"968","267"
"970","145"
"971","211"
"972","85"
"973","874"
"974","748"
"976","674"
"977","478"
"978","86"
"979","898"
"980","526"
"982","608"
"983","123"
"984","251"
"985","523"
"986","98"
"988","548"
"989","129"
"990","890"
"991","599"
"992","470"
"996","111"
"997","704"
"998","423"
"999","463"
"1000","734"
"1002","425"
"1003","704"
"1004","209"
"1005","240"
"1006","589"
"1008","640"
"1009","760"
"1010","488"
"1011","912"
"1012","945"
"1014","87"
"1015","90"
"1016","974"
"1017","205"
"1018","692"
"1020","682"
"1021","392"
"1022","800"
"1023","-282"
"1024","385"
"1026","878"
"1027","190"
"1028","214"
"1029","867"
"1030","213"
"1032","366"
"1033","887"
"1034","409"
"1035","279"
"1036","36"
"1040","9"
"1041","279"
"1042","801"
"1043","210"
"1044","575"
"1046","618"
"1047","961"
"1048","731"
"1049","601"
"1050","807"
"1052","313"
"1053","922"
"1054","250"
"1055","518"
"1056","205"
"1058","527"
"1059","927"
"1060","152"
"1061","656"
"1062","431"
"1064","323"
"1065","241"
"1066","927"
"1067","542"
"1068","992"
"1070","849"
"1071","568"
"1072","867"
"1073","620"
"1074","303"
"1078","69"
"1079","85"
"1080","784"
"1081","234"
"1082","627"
"1084","555"
"1085","365"
"1086","488"
"1087","583"
"1088","972"
"1090","873"
"1091","75"
"1092","533"
"1093","688"
"1094","953"
"1096","86"
"1097","292"
"1098","320"
"1099","793"
"1100","991"
"1102","281"
"1103","843"
"1104","304"
"1105","780"
"1106","911"
"1108","938"
"1109","-74"
"1110","942"
"1111","995"
"1112","501"
"1114","547"
"1115","202"
"1116","274"
"1117","743"
"1118","932"
"1120","29"
"1121","174"
"1122","369"
"1123","335"
"1124","368"
"1126","216"
"1127","225"
"1128","366"
"1129","631"
"1130","467"
"1134","424"
"1135","836"
"1136","314"
"1137","287"
"1138","679"
"1140","722"
"1141","638"
"1142","-621"
"1143","515"
"1144","467"
"1146","557"
"1147","902"
"1148","95"
"1149","829"
"1150","49"
