"id:START_ID","id:END_ID"
"3","43"
"3","37"
"3","31"
"3","25"
"3","19"
"3","13"
"3","6"
"51","60"
"51","54"
"68","199"
"68","205"
"68","181"
"68","187"
"68","193"
"68","175"
"68","155"
"68","161"
"68","137"
"68","149"
"68","143"
"68","121"
"68","128"
"68","107"
"68","115"
"68","95"
"68","83"
"68","89"
"68","77"
"68","71"
"213","614"
"213","602"
"213","608"
"213","554"
"213","560"
"213","536"
"213","548"
"213","582"
"213","596"
"213","568"
"213","574"
"213","502"
"213","496"
"213","490"
"213","484"
"213","528"
"213","522"
"213","516"
"213","510"
"213","222"
"213","228"
"213","216"
"213","252"
"213","258"
"213","240"
"213","234"
"213","246"
"213","278"
"213","292"
"213","286"
"213","264"
"213","272"
"213","320"
"213","314"
"213","306"
"213","298"
"213","352"
"213","340"
"213","346"
"213","332"
"213","326"
"213","384"
"213","378"
"213","366"
"213","360"
"213","410"
"213","404"
"213","396"
"213","390"
"213","446"
"213","452"
"213","466"
"213","472"
"213","422"
"213","416"
"213","428"
"213","434"
"213","440"
"622","689"
"622","698"
"622","704"
"622","710"
"622","722"
"622","716"
"622","728"
"622","736"
"622","633"
"622","639"
"622","645"
"622","651"
"622","657"
"622","663"
"622","669"
"622","677"
"622","683"
"622","625"
"744","829"
"744","753"
"744","759"
"744","747"
"744","809"
"744","815"
"744","823"
"744","797"
"744","803"
"744","783"
"744","789"
"744","765"
"744","771"
"744","777"
"837","1299"
"837","1293"
"837","1287"
"837","1275"
"837","1281"
"837","1332"
"837","1326"
"837","1313"
"837","1319"
"837","1305"
"837","1359"
"837","1353"
"837","1347"
"837","1338"
"837","1371"
"837","1365"
"837","1178"
"837","1158"
"837","1164"
"837","1202"
"837","1208"
"837","1184"
"837","1190"
"837","1196"
"837","1235"
"837","1229"
"837","1241"
"837","1215"
"837","1221"
"837","1261"
"837","1267"
"837","1247"
"837","1253"
"837","1077"
"837","1069"
"837","1063"
"837","1089"
"837","1083"
"837","1045"
"837","858"
"837","852"
"837","864"
"837","870"
"837","878"
"837","884"
"837","896"
"837","890"
"837","902"
"837","908"
"837","840"
"837","999"
"837","993"
"837","987"
"837","981"
"837","973"
"837","1027"
"837","1019"
"837","1013"
"837","1005"
"837","941"
"837","928"
"837","934"
"837","922"
"837","914"
"837","965"
"837","959"
"837","953"
"837","947"
"837","1114"
"837","1108"
"837","1120"
"837","1095"
"837","1102"
"837","1140"
"837","1152"
"837","1146"
"837","1128"
"837","1051"
"837","1057"
"837","1033"
"837","1039"
"1379","1382"
"1379","1394"
"1379","1388"
"1379","1412"
"1379","1406"
"1379","1400"
"1379","1426"
"1379","1418"
"1379","1758"
"1379","1752"
"1379","1746"
"1379","1740"
"1379","1734"
"1379","1726"
"1379","1720"
"1379","1712"
"1379","1580"
"1379","1568"
"1379","1574"
"1379","1554"
"1379","1606"
"1379","1612"
"1379","1600"
"1379","1592"
"1379","1586"
"1379","1636"
"1379","1630"
"1379","1624"
"1379","1618"
"1379","1668"
"1379","1662"
"1379","1656"
"1379","1648"
"1379","1642"
"1379","1446"
"1379","1452"
"1379","1460"
"1379","1432"
"1379","1480"
"1379","1486"
"1379","1466"
"1379","1512"
"1379","1518"
"1379","1498"
"1379","1492"
"1379","1506"
"1379","1542"
"1379","1548"
"1379","1524"
"1379","1536"
"1379","1530"
"1379","1676"
"1379","1684"
"1379","1692"
"1379","1699"
"1379","1705"
"1766","1846"
"1766","1858"
"1766","1852"
"1766","1872"
"1766","1866"
"1766","1878"
"1766","1782"
"1766","1775"
"1766","1794"
"1766","1788"
"1766","1808"
"1766","1814"
"1766","1800"
"1766","1826"
"1766","1820"
"1766","1769"
"1885","2032"
"1885","1987"
"1885","1981"
"1885","1975"
"1885","2026"
"1885","2019"
"1885","2013"
"1885","2001"
"1885","2007"
"1885","1914"
"1885","1922"
"1885","1929"
"1885","1937"
"1885","1943"
"1885","1949"
"1885","1957"
"1885","1969"
"1885","1963"
"1885","1888"
"1885","1894"
"1885","1902"
"1885","1908"
