"id:START_ID","id:END_ID"
"3","18"
"3","6"
"26","119"
"26","111"
"26","105"
"26","99"
"26","91"
"26","61"
"26","67"
"26","55"
"26","49"
"26","35"
"26","29"
"127","681"
"127","662"
"127","687"
"127","606"
"127","618"
"127","592"
"127","598"
"127","636"
"127","644"
"127","630"
"127","555"
"127","547"
"127","529"
"127","586"
"127","580"
"127","567"
"127","561"
"127","491"
"127","483"
"127","471"
"127","142"
"127","162"
"127","150"
"127","180"
"127","168"
"127","194"
"127","188"
"127","206"
"127","230"
"127","236"
"127","212"
"127","218"
"127","224"
"127","262"
"127","270"
"127","244"
"127","250"
"127","256"
"127","288"
"127","300"
"127","276"
"127","282"
"127","320"
"127","306"
"127","347"
"127","339"
"127","387"
"127","375"
"127","367"
"127","425"
"127","419"
"127","463"
"127","457"
"127","445"
"127","437"
"127","511"
"127","505"
"127","523"
"695","698"
"695","704"
"695","710"
"695","722"
"695","716"
"695","728"
"695","792"
"695","772"
"695","784"
"695","778"
"695","760"
"695","766"
"695","740"
"695","754"
"695","818"
"695","824"
"695","804"
"695","812"
"832","1202"
"832","1208"
"832","1182"
"832","1188"
"832","1196"
"832","1100"
"832","1094"
"832","879"
"832","873"
"832","885"
"832","891"
"832","897"
"832","903"
"832","917"
"832","911"
"832","923"
"832","929"
"832","835"
"832","841"
"832","847"
"832","853"
"832","859"
"832","1024"
"832","1018"
"832","1004"
"832","998"
"832","1048"
"832","1036"
"832","962"
"832","954"
"832","948"
"832","936"
"832","992"
"832","980"
"832","986"
"832","968"
"832","1140"
"832","1146"
"832","1170"
"832","1176"
"832","1152"
"832","1164"
"832","1074"
"832","1080"
"832","1086"
"832","1068"
"832","1106"
"832","1114"
"1228","1239"
"1228","1231"
"1248","1409"
"1248","1401"
"1248","1427"
"1248","1415"
"1248","1439"
"1248","1433"
"1248","1453"
"1248","1445"
"1248","1471"
"1248","1465"
"1248","1486"
"1248","1478"
"1248","1498"
"1248","1492"
"1248","1516"
"1248","1510"
"1248","1504"
"1248","1287"
"1248","1307"
"1248","1313"
"1248","1319"
"1248","1327"
"1248","1333"
"1248","1339"
"1248","1351"
"1248","1357"
"1248","1363"
"1248","1369"
"1248","1375"
"1248","1389"
"1248","1383"
"1248","1395"
"1248","1269"
"1248","1251"
"1248","1887"
"1248","1881"
"1248","1869"
"1248","1857"
"1248","1849"
"1248","1837"
"1248","1830"
"1248","1816"
"1248","1809"
"1248","1803"
"1248","1797"
"1248","1671"
"1248","1663"
"1248","1655"
"1248","1649"
"1248","1703"
"1248","1685"
"1248","1677"
"1248","1735"
"1248","1729"
"1248","1715"
"1248","1765"
"1248","1759"
"1248","1753"
"1248","1542"
"1248","1522"
"1248","1528"
"1248","1566"
"1248","1575"
"1248","1554"
"1248","1560"
"1248","1605"
"1248","1587"
"1248","1581"
"1248","1593"
"1248","1637"
"1248","1617"
"1248","1625"
"1248","1905"
"1248","1899"
"1248","1919"
"1248","1913"
"1248","1931"
"1248","1925"
"1248","1951"
"1248","1945"
"1248","1957"
"1248","1779"
"1248","1785"
"1248","1791"
"1971","2068"
"1971","2062"
"1971","2056"
"1971","2044"
"1971","2094"
"1971","2088"
"1971","2082"
"1971","2074"
"1971","2006"
"1971","2000"
"1971","1994"
"1971","1986"
"1971","2038"
"1971","2024"
"1971","2012"
"1971","2018"
"1971","2186"
"1971","2192"
"1971","2174"
"1971","2180"
"1971","2218"
"1971","2230"
"1971","2120"
"1971","2134"
"1971","2106"
"1971","2114"
"1971","2162"
"1971","2142"
"1971","2148"
"1971","2244"
"1971","2250"
"1971","2256"
"1971","1974"
"2264","2620"
"2264","2626"
"2264","2632"
"2264","2646"
"2264","2670"
"2264","2696"
"2264","2708"
"2264","2714"
"2264","2726"
"2264","2732"
"2264","2758"
"2264","2746"
"2264","2752"
"2264","2770"
"2264","2764"
"2264","2784"
"2264","2790"
"2264","2796"
"2264","2431"
"2264","2307"
"2264","2313"
"2264","2369"
"2264","2363"
"2264","2351"
"2264","2267"
"2264","2273"
"2264","2293"
"2264","2301"
"2264","2285"
"2264","2562"
"2264","2568"
"2264","2582"
"2264","2594"
"2264","2588"
"2264","2608"
"2264","2614"
"2264","2497"
"2264","2503"
"2264","2509"
"2264","2515"
"2264","2521"
"2264","2529"
"2264","2537"
"2264","2550"
"2264","2437"
"2264","2457"
"2264","2449"
"2264","2477"
"2264","2471"
"2264","2465"
"2264","2489"
"2264","2483"
"2264","2375"
"2264","2393"
"2264","2413"
"2264","2401"
"2264","2425"
"2803","2806"
"2803","2838"
"2803","2830"
"2803","2824"
"2803","2812"
"2803","2818"
"2803","2872"
"2803","2858"
"2803","2904"
"2803","2884"
"2803","3121"
"2803","3096"
"2803","3102"
"2803","3108"
"2803","3127"
"2803","3133"
"2803","3052"
"2803","3040"
"2803","3034"
"2803","3046"
"2803","3084"
"2803","3070"
"2803","3064"
"2803","3076"
"2803","2996"
"2803","2988"
"2803","2982"
"2803","2976"
"2803","3008"
"2803","3002"
"2803","2928"
"2803","2922"
"2803","2916"
"2803","2910"
"2803","2970"
"2803","2964"
"2803","2942"
